"filename","date_time","date","time","DOY","daytime","file_records","used_records","Tau","qc_Tau","rand_err_Tau","H","qc_H","rand_err_H","LE","qc_LE","rand_err_LE","co2_flux","qc_co2_flux","rand_err_co2_flux","h2o_flux","qc_h2o_flux","rand_err_h2o_flux","H_strg","LE_strg","co2_strg","h2o_strg","co2_v.adv","h2o_v.adv","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","co2_time_lag","co2_def_timelag","h2o_molar_density","h2o_mole_fraction","h2o_mixing_ratio","h2o_time_lag","h2o_def_timelag","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","ET","water_vapor_density","e","es","specific_humidity","RH","VPD","Tdew","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","yaw","pitch","roll","u.","TKE","L","X.z.d..L","bowen_ratio","T.","model","x_peak","x_offset","x_10.","x_30.","x_50.","x_70.","x_90.","un_Tau","Tau_scf","un_H","H_scf","un_LE","LE_scf","un_co2_flux","co2_scf","un_h2o_flux","h2o_scf","spikes_hf","amplitude_resolution_hf","drop_out_hf","absolute_limits_hf","skewness_kurtosis_hf","skewness_kurtosis_sf","discontinuities_hf","discontinuities_sf","timelag_hf","timelag_sf","attack_angle_hf","non_steady_wind_hf","u_spikes","v_spikes","w_spikes","ts_spikes","co2_spikes","h2o_spikes","head_detect_LI.7200","t_out_LI.7200","t_in_LI.7200","aux_in_LI.7200","delta_p_LI.7200","chopper_LI.7200","detector_LI.7200","pll_LI.7200","sync_LI.7200","mean_value_RSSI_LI.7200","u_var","v_var","w_var","ts_var","co2_var","h2o_var","w.ts_cov","w.co2_cov","w.h2o_cov","ass_mean"
"TOA5_P_Bio_Atmo_25_01358_2025_06_04_1530.dat",2025-06-04 16:00:00,"2025-06-04","16:00",155.667,1,18000,18000,-0.101181,1,0.0134846,64.5796,1,9.80143,75.8525,2,12.8743,-13.7618,1,1.30488,1.71349,2,0.290828,-0.686329,-3.67611,-0.259883,-0.0830425,-5.60528e-11,-2.13197e-12,17.7365,430.513,437.872,0.1,0,674.608,16.3745,16.6471,1.1,0,291.521,291.521,100647,1.19534,1014.51,0.0240812,0.111034,0.0122531,1648.5,2106.26,0.0102507,78.2667,457.76,287.637,-0.401444,-2.09667,-0.173385,2.14178,-1.75064e-14,-3.16031e-15,2.14178,6.80424,282.641,259.161,-4.64338,-9999,0.290939,1.35967,-33.4559,-0.0725105,0.851384,0.183041,0,26.8102,-4.06856,9.20309,22.917,34.9499,49.0177,73.4374,-0.100197,1.00982,68.1199,1.01796,70.4131,1.07725,-12.7749,1.07725,1.59062,1.07725,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800010199,80000,80000,80,81,8,4,0,4,25,0,0,0,0,0,0,0,0,0,0,91,1.09843,1.35317,0.267744,0.282927,5.66811,0.182262,0.0561732,-0.312758,0.0389418,90.0645
"TOA5_P_Bio_Atmo_25_01359_2025_06_04_1600.dat",2025-06-04 16:30:00,"2025-06-04","16:30",155.687,1,18000,18000,-0.0887077,1,0.0115105,100.992,1,9.17923,105.456,1,14.1934,-16.7417,1,1.39775,2.38183,1,0.320574,-0.29622,-2.81143,-0.0919695,-0.0634992,5.83717e-11,2.08253e-12,17.5964,428.963,436.173,0.1,0,627.789,15.3042,15.542,0.5,0,291.351,291.351,100647,1.19653,1013.89,0.0240671,0.154343,0.0114588,1540.74,2083.86,0.00957674,73.9367,543.124,286.595,0.0176961,-2.00295,-0.134186,2.00752,2.30903e-14,3.31725e-15,2.00752,7.02265,271.79,270.506,-3.83262,-9999,0.272282,1.22324,-17.5326,-0.138365,0.957671,0.305742,0,27.2237,-4.13131,9.34502,23.2704,35.4889,49.7736,74.57,-0.0878374,1.00991,105.764,1.01773,98.0861,1.07514,-15.5717,1.07514,2.21538,1.07514,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,81,2,2,2,1,15,2,0,0,0,0,0,0,0,0,0,93,1.01017,1.21064,0.225683,0.269479,5.87214,0.237581,0.0871812,-0.380593,0.0541467,90.4541
"TOA5_P_Bio_Atmo_25_01360_2025_06_04_1630.dat",2025-06-04 17:00:00,"2025-06-04","17:00",155.708,1,18000,18000,-0.11849,1,0.0145798,46.9827,1,4.44511,65.6626,1,7.5898,-11.9426,1,0.987505,1.48338,1,0.171461,0.387478,0.165507,-0.00151051,0.00373897,-7.84162e-12,-2.80937e-13,17.6255,428.938,435.942,0.1,0,631.458,15.3673,15.6071,0.7,0,291.574,291.574,100647,1.19558,1013.93,0.0240855,0.0961228,0.0114973,1547.09,2113.22,0.00961644,73.21,566.132,286.658,-0.241756,-1.81768,-0.0951832,1.83616,-1.40164e-13,-4.44902e-16,1.83616,5.99034,278.55,262.424,-2.97144,-9999,0.314812,1.10226,-58.2502,-0.0416462,0.715518,0.123112,0,32.614,-4.9493,11.1953,27.878,42.5156,59.6288,89.3348,-0.117307,1.01009,50.1792,1.01749,61.2228,1.07252,-11.1351,1.07252,1.38308,1.07252,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,81,4,5,3,0,17,2,0,0,0,0,0,0,0,0,0,93,0.894008,1.11848,0.192019,0.0778449,3.38733,0.0801173,0.0413937,-0.272381,0.0338323,90.4949
"TOA5_P_Bio_Atmo_25_01361_2025_06_04_1700.dat",2025-06-04 17:30:00,"2025-06-04","17:30",155.729,1,18000,18000,-0.121139,5,0.0156269,36.7838,1,3.79116,63.0034,1,7.66655,-9.54362,1,0.734758,1.42311,1,0.173171,-0.245257,-0.819793,0.0900459,-0.0185173,8.64771e-11,3.02451e-12,17.7188,430.456,437.242,0.1,0,619.71,15.055,15.2851,0.5,0,291.433,291.433,100647,1.19631,1013.75,0.0240739,0.0922177,0.0112691,1515.66,2094.6,0.00941994,72.36,578.949,286.343,0.107745,-2.38,-0.162257,2.38796,-1.63533e-14,4.88053e-15,2.38796,7.15232,271.553,272.592,-3.89613,-9999,0.318215,1.41979,-76.8363,-0.0315723,0.583838,0.0953148,0,28.0652,-4.259,9.63388,23.9897,36.5858,51.3121,76.8749,-0.11997,1.00974,39.8823,1.01846,58.2701,1.08123,-8.82663,1.08123,1.31619,1.08123,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,81,3,4,2,0,18,0,0,0,0,0,0,0,0,0,0,93,1.46417,1.08971,0.285707,0.0560638,2.21548,0.079964,0.0328856,-0.21574,0.0321704,90.493
"TOA5_P_Bio_Atmo_25_01362_2025_06_04_1730.dat",2025-06-04 18:00:00,"2025-06-04","18:00",155.75,1,18000,18000,-0.184886,1,0.0253293,14.1226,1,2.83964,59.902,1,12.3144,-4.92776,2,1.3151,1.3532,1,0.278186,0.191473,-0.416908,0.13503,-0.00941805,-6.12043e-11,-2.10686e-12,17.8313,432.733,439.391,0.1,0,613.814,14.8962,15.1214,0.8,0,291.543,291.543,100647,1.19593,1013.66,0.024083,0.0876875,0.011146,1499.66,2109.13,0.00931998,71.1033,609.469,286.181,0.0749629,-2.29243,-0.111621,2.29637,1.29274e-15,-3.43241e-15,2.29637,8.22522,269.923,271.873,-2.78611,-9999,0.393188,1.537,-377.516,-0.00642596,0.235761,0.0296288,0,31.8114,-4.82751,10.9198,27.1919,41.4694,58.1614,87.1364,-0.183099,1.00976,17.3556,1.01826,55.4784,1.07974,-4.56386,1.07974,1.25327,1.07974,800000099,800000099,800000099,800000099,800000099,800100099,800010199,800010199,80000,80000,80,81,2,4,4,2,12,0,0,0,0,0,0,0,0,0,0,93,1.65531,1.09981,0.318886,0.0208675,4.38592,0.144919,0.0143166,-0.111574,0.0306391,90.525
"TOA5_P_Bio_Atmo_25_01363_2025_06_04_1800.dat",2025-06-04 18:30:00,"2025-06-04","18:30",155.771,1,18000,18000,-0.17179,1,0.0198032,-18.6233,1,1.45158,50.5493,2,9.52945,1.0763,1,0.460427,1.14184,2,0.215258,-0.126291,0.0740493,0.196962,0.00167267,-2.6275e-11,-8.99282e-13,18.0481,436.055,442.542,0.3,0,617.711,14.9244,15.1505,0.8,0,291.47,291.47,100647,1.19621,1013.68,0.024077,0.0739915,0.0111699,1502.5,2099.54,0.00933773,71.5633,597.04,286.21,0.328555,-2.24951,-0.141777,2.2778,3.38902e-14,-1.45583e-15,2.2778,7.14477,261.751,278.31,-3.56856,-9999,0.378961,1.1459,256.317,0.00946444,-0.368419,-0.0405277,0,32.1925,-4.88533,11.0506,27.5176,41.9661,58.8581,88.1802,-0.170267,1.00894,-15.5089,1.01873,46.3984,1.08946,0.987916,1.08946,1.04808,1.08946,800000099,800000099,800000099,800000099,800000099,800100099,800010199,800010199,80000,80000,80,81,8,2,3,3,7,0,0,0,0,0,0,0,0,0,0,93,1.19964,0.804388,0.287772,0.00882093,0.657304,0.100225,-0.01279,0.0241465,0.0256169,90.4532
"TOA5_P_Bio_Atmo_25_01364_2025_06_04_1830.dat",2025-06-04 19:00:00,"2025-06-04","19:00",155.792,1,18000,18000,-0.133403,5,0.0227814,-28.924,1,5.53901,28.8698,1,6.80713,5.09437,1,0.726767,0.65186,1,0.153701,-0.744255,0.675289,0.112513,0.0152476,-1.30863e-11,-4.53626e-13,18.1868,437.949,444.464,0.2,0,630.431,15.1811,15.4151,1.3,0,291.043,291.043,100647,1.19785,1013.82,0.0240417,0.0422406,0.0113787,1528.35,2043.89,0.00949929,74.7767,515.536,286.471,0.432031,-1.82453,-0.102198,1.87776,2.93035e-14,-7.19549e-16,1.87776,9.90848,254.129,283.322,-3.11989,-9999,0.333719,1.3703,112.706,0.0215241,-1.00188,-0.0713702,0,32.2072,-4.88756,11.0557,27.5302,41.9853,58.885,88.2204,-0.132189,1.00918,-26.8958,1.01872,26.5746,1.08637,4.68936,1.08637,0.600038,1.08637,800000099,800000099,800000099,800000099,800000099,801100099,800110199,800110199,80000,80000,80,81,8,8,1,2,6,0,0,0,0,0,0,0,0,0,0,93,1.7819,0.735831,0.222855,0.0993347,1.61865,0.0554989,-0.0221474,0.114478,0.0146483,90.2806
"TOA5_P_Bio_Atmo_25_01365_2025_06_04_1900.dat",2025-06-04 19:30:00,"2025-06-04","19:30",155.812,1,18000,18000,-0.0238988,1,0.00449602,-1.09456,4,1.66132,6.76329,4,8.0758,1.93534,2,0.622871,0.15266,4,0.182286,-0.597258,2.96097,0.148034,0.0668346,6.63132e-11,2.45494e-12,18.3206,440.439,447.439,0.4,0,678.234,16.3052,16.5755,0.1,0,290.7,290.7,100647,1.19875,1014.45,0.0240134,0.00989238,0.0122357,1641.52,2000.22,0.010207,82.0667,358.706,287.571,0.675936,-0.361958,-0.0265569,0.767209,-1.83791e-15,3.6196e-15,0.767209,2.52324,204.706,331.831,-1.98369,-9999,0.141197,0.25885,225.622,0.010752,-0.161839,-0.00637468,1,7.48045,3,7,13,22,44,154,-0.0236501,1.01052,-0.69144,1.01692,6.35095,1.06493,1.81735,1.06493,0.143353,1.06493,800000099,811110099,800000099,800000099,800000099,800001099,800010199,810110199,80000,80000,80,81,2,0,1,1,14,0,0,0,0,0,0,0,0,0,0,88,0.217806,0.26202,0.0378731,0.0260813,3.36825,0.246529,-0.000568588,0.0443642,0.00349946,89.7525
"TOA5_P_Bio_Atmo_25_01366_2025_06_04_1930.dat",2025-06-04 20:00:00,"2025-06-04","20:00",155.833,1,18000,18000,-0.0405513,1,0.00536251,12.7829,4,3.81841,27.1434,2,5.91151,-2.18792,1,0.417667,0.612675,2,0.133434,-0.00469752,-0.692795,-0.175025,-0.0156377,6.49189e-11,2.38046e-12,18.144,437.495,444.593,0.1,0,665.309,16.0422,16.3037,0.1,0,290.698,290.698,100647,1.19888,1014.3,0.0240131,0.0397014,0.0120384,1615.04,1999.88,0.0100414,80.7567,384.844,287.32,1.06557,-0.713457,-0.061452,1.28384,-1.88495e-14,3.57798e-15,1.28384,3.41118,213.855,326.196,-2.74356,-9999,0.183914,0.254615,-42.6918,-0.0568236,0.470939,0.0571575,1,12.0821,5,10,18,29,53,148,-0.0400935,1.01142,14.1965,1.01734,25.486,1.06503,-2.05432,1.06503,0.575266,1.06503,800000099,800110099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,80,2,9,1,4,6,0,0,0,0,0,0,0,0,0,0,89,0.243571,0.204242,0.0614167,0.101767,1.40453,0.0997821,0.0116745,-0.0501352,0.0140392,89.8954
"TOA5_P_Bio_Atmo_25_01367_2025_06_04_2000.dat",2025-06-04 20:30:00,"2025-06-04","20:30",155.854,1,18000,18000,-0.0363648,1,0.00482764,-10.3162,1,1.13646,15.4251,2,3.35858,0.245888,4,0.230084,0.348168,2,0.0758078,-0.0349316,-0.55169,-0.0351158,-0.0124524,2.91997e-11,1.05816e-12,18.1339,436.905,443.882,0.1,0,657.147,15.8328,16.0875,0.1,0,290.677,290.677,100647,1.19906,1014.18,0.0240115,0.0225613,0.0118821,1593.95,1997.35,0.00990951,79.8033,403.399,287.117,1.359,-0.410066,-0.0842219,1.42201,1.15704e-14,1.61023e-15,1.42201,3.45938,197.583,343.209,-3.39546,-9999,0.174148,0.336031,44.9109,0.0540159,-0.668789,-0.0487129,1,13.0692,6,12,24,43,90,356,-0.0360018,1.01008,-9.29379,1.01995,14.1876,1.08723,0.226161,1.08723,0.320235,1.08723,800000099,800010099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,81,2,2,1,19,13,0,0,0,0,0,0,0,0,0,0,88,0.263083,0.33617,0.0728093,0.0115032,0.339418,0.0283602,-0.00764255,0.00551784,0.00781305,89.9427
"TOA5_P_Bio_Atmo_25_01368_2025_06_04_2030.dat",2025-06-04 21:00:00,"2025-06-04","21:00",155.875,1,18000,18000,-0.0458575,1,0.0048782,-13.7273,1,1.29181,8.82983,4,2.39624,3.67535,1,0.409172,0.199257,4,0.0540745,-0.400806,0.0497606,0.057993,0.00112292,5.07804e-11,1.8383e-12,18.164,437.879,444.961,0.1,0,657.555,15.8516,16.107,0.1,0,290.448,290.448,100647,1.2,1014.18,0.0239925,0.0129119,0.0119057,1595.85,1968.57,0.00992139,81.0667,372.716,287.135,1.26097,-0.149174,-0.0508497,1.27078,1.92739e-14,2.79566e-15,1.27078,3.4293,186.07,353.253,-2.29327,-9999,0.195486,0.279662,47.739,0.0508159,-1.55465,-0.0576995,1,9.24418,4,8,17,30,62,242,-0.0453966,1.01015,-13.0306,1.01969,8.14393,1.08422,3.38985,1.08422,0.183779,1.08422,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800110199,80000,80000,80,81,1,10,1,4,17,0,0,0,0,0,0,0,0,0,0,87,0.23833,0.261983,0.0590092,0.0184324,1.6023,0.0219911,-0.010707,0.0826414,0.00448036,89.9416
"TOA5_P_Bio_Atmo_25_01369_2025_06_04_2100.dat",2025-06-04 21:30:00,"2025-06-04","21:30",155.896,1,18000,18000,-0.0377627,1,0.00424191,-22.0084,1,2.054,1.84391,1,0.610035,5.17879,1,0.68134,0.0416123,1,0.013767,0.0907695,0.861844,0.204808,0.0194497,-1.4061e-13,-5.15466e-15,18.3481,441.322,448.376,0.1,0,672.627,16.1785,16.4446,0.1,0,290.5,290.5,100647,1.19964,1014.36,0.0239968,0.00269648,0.012149,1628.76,1975.06,0.0101272,82.4667,346.293,287.45,1.11036,-0.283702,-0.0436881,1.14686,4.41325e-15,-7.66347e-18,1.14686,2.94052,194.516,345.667,-2.18313,-9999,0.177422,0.183383,22.2623,0.108969,-11.9358,-0.101938,1,8.76006,4,8,16,31,66,280,-0.0373174,1.01193,-21.5104,1.02356,1.67811,1.0988,4.71313,1.0988,0.0378708,1.0988,800000099,800000099,800000099,800000099,800000099,800000099,800100199,800100199,80000,80000,80,81,1,7,2,1,16,0,0,0,0,0,0,0,0,0,0,87,0.194672,0.126149,0.0459446,0.0483468,4.56113,0.00140089,-0.0176768,0.11496,0.000923726,89.7694
"TOA5_P_Bio_Atmo_25_01370_2025_06_04_2130.dat",2025-06-04 22:00:00,"2025-06-04","22:00",155.917,0,18000,18000,-0.0162643,1,0.00211432,-14.3837,1,1.64183,-0.162135,7,0.665768,5.96716,1,0.826157,-0.00365861,7,0.0150232,-0.185022,0.914205,0.525185,0.0206292,-2.88371e-12,-1.05863e-13,18.7628,450.145,457.32,0.2,0,688.794,16.5251,16.8028,1,0,290.394,290.394,100647,1.19991,1014.57,0.023988,-0.000237078,0.0124138,1663.66,1961.86,0.0103456,84.8,298.203,287.778,0.803107,-0.374285,-0.026894,0.88645,6.7277e-15,-1.53693e-16,0.88645,2.48779,205.517,335.012,-1.73857,-9999,0.116424,0.0918137,9.62538,0.252032,88.7146,-0.101485,1,11.2924,5,11,22,43,97,456,-0.0160055,1.01617,-14.0174,1.03223,-0.143679,1.12845,5.28791,1.12845,-0.00324215,1.12845,800000099,800000099,800000099,800000099,800000099,800100099,800100199,801100199,80000,80000,80,81,16,19,8,3,11,1,0,0,0,0,0,0,0,0,0,87,0.092562,0.068784,0.0222815,0.0669536,14.987,0.00422117,-0.0115143,0.128979,-7.90799e-05,89.4159
"TOA5_P_Bio_Atmo_25_01371_2025_06_04_2200.dat",2025-06-04 22:30:00,"2025-06-04","22:30",155.937,0,18000,18000,-0.00337314,1,0.000629943,-3.15832,2,0.987737,-0.060172,7,0.609899,1.35886,4,0.617887,-0.00135715,7,0.013756,-0.858075,-0.00665793,0.525131,-0.000150167,1.57247e-11,5.661e-13,19.1911,458.953,466.119,0.3,0,690.892,16.5226,16.8002,1.4,0,289.903,289.903,100647,1.20195,1014.55,0.0239475,-8.79434e-05,0.0124329,1663.4,1901.76,0.010344,87.4667,238.354,287.776,0.49514,-0.298764,-0.007886,0.578348,-2.24984e-14,8.19375e-16,0.578348,1.47819,209.486,328.894,-0.781275,-9999,0.0529754,0.035514,4.12977,0.587418,52.4882,-0.0488901,1,21.9704,10,21,45,89,208,1053,-0.00328946,1.02544,-3.02472,1.05079,-0.0506507,1.18798,1.14384,1.18798,-0.0011424,1.18798,800000099,800000099,800000099,800000099,800000099,800101199,811100199,811110199,80000,80000,80,81,6,5,1,2,7,0,0,0,0,0,0,0,0,0,0,87,0.0416707,0.0233717,0.0059857,0.085016,27.6949,0.0136481,-0.00248042,0.0278523,-2.78175e-05,88.698
"TOA5_P_Bio_Atmo_25_01372_2025_06_04_2230.dat",2025-06-04 23:00:00,"2025-06-04","23:00",155.958,0,18000,18000,-0.00260651,2,0.000489646,-2.56036,1,1.73439,-1.15232,7,2.13677,2.96282,1,2.29565,-0.0259746,7,0.0481655,-1.07524,0.183582,1.07434,0.00413816,-6.76723e-12,-2.35422e-13,19.9872,476.934,484.095,0.1,0,695.326,16.5919,16.8718,0.1,0,289.289,289.289,100647,1.20447,1014.58,0.0238968,-0.00168315,0.0125115,1670.38,1828.88,0.0103876,91.3333,158.503,287.841,-0.111611,-0.298801,-0.00369939,0.318988,-5.99968e-14,-3.38578e-16,0.318988,0.952399,286.585,249.518,-0.66449,-9999,0.0465192,0.0603279,3.44949,0.703264,2.22192,-0.0450388,1,9.30874,4,9,18,35,78,356,-0.00253013,1.03019,-2.4895,1.0588,-0.956077,1.20525,2.45825,1.20525,-0.0215511,1.20525,800000099,800000099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,80,81,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,87,0.032811,0.0827247,0.00512022,0.111877,156.49,0.0663825,-0.00203718,0.0597356,-0.000523694,86.8169
"TOA5_P_Bio_Atmo_25_01373_2025_06_04_2300.dat",2025-06-04 23:30:00,"2025-06-04","23:30",155.979,0,18000,18000,0.0284643,5,0.0054682,6.33271,7,3.18821,14.8138,7,4.64941,-21.7493,7,5.98588,0.333856,7,0.104783,-0.353592,0.00753622,0.195231,0.000169843,-4.71208e-11,-1.6284e-12,20.1261,480.2,487.355,0.1,0,695.518,16.5947,16.8747,0.1,0,289.087,289.087,100647,1.20531,1014.58,0.0238801,0.0216339,0.0125224,1670.66,1805.47,0.0103894,92.5333,134.808,287.843,0.569898,-0.315369,-0.04099,0.652627,8.8562e-14,-2.34128e-15,0.652627,2.25649,216.495,331.041,-3.60099,-9999,0.153674,0.30025,-50.2776,-0.0482501,0.427488,0.033698,1,5.38737,2,5,8,14,25,72,0.0279923,1.01686,7.09369,1.02011,13.9631,1.06092,-20.5004,1.06092,0.314684,1.06092,800000099,800000099,800000099,800000099,800000099,810100199,811100199,811110199,80000,80000,80,81,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,87,0.347208,0.233874,0.019417,0.26854,385.207,0.149043,0.00580082,-0.497815,0.00764155,86.3846
"TOA5_P_Bio_Atmo_25_01374_2025_06_04_2330.dat",2025-06-05,"2025-06-05","00:00",156,0,18000,18000,-0.0123428,1,0.00208999,-9.65629,1,1.22127,0.0578451,7,0.632892,6.95525,1,1.2938,0.00130457,7,0.0142735,1.28813,-0.193505,-0.761879,-0.00436409,-3.04949e-11,-1.07787e-12,19.514,467.425,474.802,0.2,0,689.74,16.5215,16.7991,1.4,0,289.824,289.824,100647,1.20228,1014.55,0.023941,8.45361e-05,0.0124355,1663.3,1892.26,0.0103433,87.9,228.963,287.775,0.576377,-0.382655,-0.0284934,0.692421,-1.1104e-14,-1.56272e-15,0.692421,2.18972,217.025,326.42,-2.35841,-9999,0.101322,0.105333,9.45061,0.256693,-166.934,-0.0781319,1,9.39937,4,9,19,36,80,368,-0.0121404,1.01667,-9.39862,1.03252,0.0514269,1.1248,6.18353,1.1248,0.00115982,1.1248,800000099,800000099,800000099,800000099,800000099,800100099,800110199,811110199,80000,80000,80,81,3,10,2,3,9,0,0,0,0,0,0,0,0,0,0,87,0.0894835,0.100291,0.0208927,0.0318612,29.5115,0.00265746,-0.00770525,0.150527,2.82339e-05,88.8237
"TOA5_P_Bio_Atmo_25_01375_2025_06_05_0000.dat",2025-06-05 00:30:00,"2025-06-05","00:30",156.021,0,18000,18000,-0.00477866,1,0.00130738,-2.51791,1,0.781475,-0.439265,2,0.449526,3.87804,1,1.26581,-0.00990562,2,0.010137,-0.193147,-0.058872,0.608459,-0.00132759,4.31856e-11,1.49183e-12,19.9235,477.623,485.204,0.2,0,688.248,16.4993,16.7761,0.1,0,289.714,289.714,100647,1.20274,1014.54,0.0239319,-0.000641884,0.0124235,1661.05,1879.02,0.0103293,88.4,217.966,287.754,0.188749,-0.315033,-0.0163329,0.367612,2.79455e-14,2.16757e-15,0.367612,1.40674,250.57,300.928,-2.54647,-9999,0.0630327,0.0684396,8.72601,0.278008,5.73209,-0.0327365,1,7.09792,3,7,14,26,59,266,-0.00468828,1.01928,-2.46932,1.0351,-0.390463,1.12499,3.44719,1.12499,-0.00880511,1.12499,800000099,800000099,800000099,800000099,800000099,800100199,811110199,811110199,80000,80000,80,81,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,87,0.0586119,0.0691211,0.00914628,0.0187471,40.8435,0.00258822,-0.00202365,0.083882,-0.000214259,89.2053
"TOA5_P_Bio_Atmo_25_01376_2025_06_05_0030.dat",2025-06-05 01:00:00,"2025-06-05","01:00",156.042,0,18000,18000,-0.00324777,5,0.000646642,-3.49532,1,0.645411,-0.257477,7,0.516022,4.22096,2,1.2365,-0.00580665,7,0.0116374,0.141548,0.241689,0.246523,0.00545061,-8.47976e-11,-2.92025e-12,20.0895,481.757,489.419,0.3,0,691.839,16.5907,16.8706,0.1,0,289.794,289.794,100647,1.20237,1014.59,0.0239385,-0.000376271,0.0124888,1670.26,1888.72,0.0103869,88.4333,218.462,287.84,0.261386,-0.27866,-0.0167286,0.382432,-4.65957e-15,-4.22099e-15,0.382432,1.25734,237.254,313.168,-2.50707,-9999,0.0519726,0.0715526,3.52371,0.68845,13.5753,-0.0551296,1,10.7085,5,10,21,41,91,424,-0.00315647,1.02892,-3.33808,1.05684,-0.214328,1.20132,3.5136,1.20132,-0.00483356,1.20132,800000099,800000099,800000099,800000099,800000099,800100099,811110199,811110199,80000,80000,80,81,5,1,2,2,7,0,0,0,0,0,0,0,0,0,0,87,0.0880606,0.0474281,0.00761693,0.0161514,49.7797,0.00460209,-0.00273633,0.08553,-0.000117661,89.2545
"TOA5_P_Bio_Atmo_25_01377_2025_06_05_0100.dat",2025-06-05 01:30:00,"2025-06-05","01:30",156.062,0,18000,18000,-0.00557615,5,0.00142195,-4.05162,1,0.551553,0.886944,7,0.826991,5.20036,2,0.88433,0.0200036,7,0.0186514,0.0924832,0.114522,0.0983713,0.00258285,1.77485e-11,6.10727e-13,20.1609,483.406,491.057,0.2,0,693.737,16.634,16.9154,0.1,0,289.847,289.847,100647,1.20213,1014.62,0.0239429,0.00129623,0.0125191,1674.62,1895.08,0.0104141,88.3667,220.461,287.88,0.431411,-0.29293,-0.00716211,0.521512,1.02433e-14,8.80343e-16,0.521512,1.43578,218.865,325.823,-0.786888,-9999,0.0681071,0.0693888,6.84095,0.354614,-4.56807,-0.0487735,1,11.4984,5,11,23,45,101,482,-0.00546825,1.01973,-3.8757,1.03821,0.777349,1.14099,4.55778,1.14099,0.0175318,1.14099,800000099,800000099,800000099,800000099,800000099,800101099,811110199,811110199,80000,80000,80,81,3,7,6,3,12,0,0,0,0,0,0,0,0,0,0,87,0.104401,0.0272699,0.00710683,0.0196684,43.0706,0.0165295,-0.00317759,0.110973,0.000426865,89.3162
"TOA5_P_Bio_Atmo_25_01378_2025_06_05_0130.dat",2025-06-05 02:00:00,"2025-06-05","02:00",156.083,0,18000,18000,-0.00386808,5,0.00151137,-4.21175,2,1.24992,-0.216276,4,0.421012,3.27901,2,0.956212,-0.00487647,4,0.00949273,-0.479895,-0.973604,0.128703,-0.0219522,-3.39747e-11,-1.13814e-12,20.2863,485.562,493.1,0.2,0,679.585,16.2662,16.5352,0.1,0,289.573,289.573,100647,1.20343,1014.41,0.0239203,-0.000315995,0.0122539,1637.59,1862.31,0.0101825,87.9333,224.719,287.534,0.250208,-0.360285,-0.0195311,0.439079,3.97234e-14,-1.67476e-15,0.439079,1.84219,242.948,304.779,-2.54947,-9999,0.056694,0.104888,3.79565,0.639126,19.4739,-0.0608544,1,11.8411,5,11,24,46,103,485,-0.00376516,1.02734,-4.02804,1.05397,-0.181175,1.19374,2.74683,1.19374,-0.00408503,1.19374,800000099,800000099,800000099,800000099,800000099,800100099,811110199,811110199,80000,80000,80,81,0,0,1,2,15,3,0,0,0,0,0,0,0,0,0,87,0.151753,0.0473223,0.0107007,0.0705699,38.4641,0.00323637,-0.0032996,0.0667917,-9.93311e-05,89.2278
"TOA5_P_Bio_Atmo_25_01379_2025_06_05_0200.dat",2025-06-05 02:30:00,"2025-06-05","02:30",156.104,0,18000,18000,-0.00353264,1,0.000848373,-3.16319,1,1.87955,1.71861,4,2.08817,1.32017,4,1.63188,0.0387342,4,0.0470634,-0.748943,-0.0619016,0.433387,-0.00139515,2.64337e-11,8.71239e-13,20.6542,492.812,500.284,0.1,0,680.751,16.2429,16.5111,0.1,0,289.146,289.146,100647,1.20522,1014.39,0.023885,0.00250998,0.0122544,1635.24,1812.24,0.0101678,90.2333,176.995,287.512,0.0661968,-0.245788,-0.018368,0.255208,-1.13184e-14,1.27982e-15,0.255208,1.37161,257.805,285.074,-4.12731,-9999,0.0541397,0.0399045,4.40104,0.551211,-1.84056,-0.0477903,1,4.42494,2,4,8,16,35,151,-0.00344049,1.02678,-2.93862,1.05005,1.46547,1.17273,1.12572,1.17273,0.033029,1.17273,800000099,800000099,800000099,800000099,800000099,800100099,811110199,811110199,80000,80000,81,81,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,87,0.0340543,0.0359065,0.00984842,0.074805,50.4968,0.037344,-0.00240367,0.0273319,0.000801925,88.5558
